"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:13:23.6589699 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50170 -> 192.168.67.128:domain","SUCCESS","Length: 84, seqnum: 0, connid: 0"
"12:13:23.6590103 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50170 -> 192.168.67.128:domain","SUCCESS","Length: 2, seqnum: 0, connid: 0"
"12:13:23.6590220 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50170 -> 192.168.67.128:domain","SUCCESS","Length: 82, seqnum: 0, connid: 0"
"12:13:23.6596111 PM","loader2.exe","572","TCP Disconnect","DESKTOP-N46SBV9.localdomain:50170 -> 192.168.67.128:domain","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"12:13:28.2191709 PM","loader2.exe","572","TCP Connect","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 0, mss: 1460, sackopt: 1, tsopt: 0, wsopt: 1, rcvwin: 2102400, rcvwinscale: 8"
"12:13:28.2198445 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 2, startime: 860348, endtime: 860348, seqnum: 0, connid: 0"
"12:13:28.2200426 PM","loader2.exe","572","TCP Send","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 41, startime: 860348, endtime: 860348, seqnum: 0, connid: 0"
"12:13:28.2214181 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 7300, seqnum: 0, connid: 0"
"12:13:28.2218225 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 2, seqnum: 0, connid: 0"
"12:13:28.2218356 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 7298, seqnum: 0, connid: 0"
"12:13:28.2219356 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 2920, seqnum: 0, connid: 0"
"12:13:28.2224465 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 2920, seqnum: 0, connid: 0"
"12:13:28.2224589 PM","loader2.exe","572","TCP TCPCopy","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 645, seqnum: 0, connid: 0"
"12:13:28.2224615 PM","loader2.exe","572","TCP Receive","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 645, seqnum: 0, connid: 0"
"12:13:28.2227591 PM","loader2.exe","572","TCP Disconnect","DESKTOP-N46SBV9.localdomain:50171 -> 192.168.67.128:domain","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"12:13:28.2230792 PM","loader2.exe","572","Load Image","C:\Windows\System32\secur32.dll","SUCCESS","Image Base: 0x7fff47fc0000, Image Size: 0xc000"
"12:13:28.3694079 PM","loader2.exe","572","Process Create","C:\Windows\system32\WerFault.exe","SUCCESS","PID: 5512, Command line: C:\Windows\system32\WerFault.exe -u -p 572 -s 404"
"12:13:31.1425970 PM","loader2.exe","572","Thread Exit","","SUCCESS","Thread ID: 6972, User Time: 169.4843750, Kernel Time: 0.0312500"
"12:13:31.1427439 PM","loader2.exe","572","Thread Exit","","SUCCESS","Thread ID: 6432, User Time: 0.0000000, Kernel Time: 0.0000000"
"12:13:31.1434858 PM","loader2.exe","572","Process Exit","","SUCCESS","Exit Status: -1073741819, User Time: 169.4843750 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 1,392,640, Peak Private Bytes: 1,449,984, Working Set: 6,750,208, Peak Working Set: 6,754,304"
"12:13:31.1459812 PM","loader2.exe","572","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000","SUCCESS","Desired Access: All Access"
"12:13:31.1459911 PM","loader2.exe","572","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000\\Device\HarddiskVolume3\Users\test_user\Documents\loader2.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: CA 4F F2 5A 4D F4 DC 01 00 00 00 00 00 00 00 00"
"12:13:31.1460057 PM","loader2.exe","572","RegSetValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000\\Device\HarddiskVolume3\Users\test_user\Documents\loader2.exe","SUCCESS","Type: REG_BINARY, Length: 24, Data: 06 30 69 D9 4D F4 DC 01 00 00 00 00 00 00 00 00"
"12:13:31.1460718 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-307119187-292841094-1427567385-1000","SUCCESS",""
"12:13:31.1484540 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"12:13:31.1484663 PM","loader2.exe","572","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS",""
"12:13:31.1484768 PM","loader2.exe","572","RegCloseKey","HKLM","SUCCESS",""
"12:13:31.1485015 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9","SUCCESS",""
"12:13:31.1485101 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5","SUCCESS",""
"12:13:31.1485175 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"12:13:31.1485306 PM","loader2.exe","572","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","SUCCESS",""
